Parent,name,class,datatype,units,High Normal,Low Normal,Allow Decimal,locale,synonym.1,answer.1,answer.2,answer.3,answer.4,answer.5,answer.6,answer.7,answer.8,answer.9,answer.10,answer.11,answer.12,shortname,child.1,child.2,child.3,child.4,child.5,child.6,child.7,child.8,child.9,child.10,reference-term-source,reference-term-code,reference-term-relationship
,4.3 Structural changes due to improper gait,Misc,Block,,,,,,"Foot,Knee,Hip,Sole,Recommended exercises",,,,,,,,,,,,,,,,,,,,,,,,,,
5.1 Activities of Multipurpose Health Worker,Removing/Training/monitoring the care of bandages,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.1 Activities of Multipurpose Health Worker,Hair parrying /nail Parrying,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.1 Activities of Multipurpose Health Worker,Soap for skin wash,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.1 Activities of Multipurpose Health Worker,Skin wash with Soap and Water.. Which Soap?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.1 Activities of Multipurpose Health Worker,Ringer lactate spray,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.1 Activities of Multipurpose Health Worker,Soaking in warm phanta,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.1 Activities of Multipurpose Health Worker,Drying of inter Digital clefts with Cotton cloth/dryer,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.1 Activities of Multipurpose Health Worker,Drying of Folds with Cotton Pad,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.1 Activities of Multipurpose Health Worker,Application of cream,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.1 Activities of Multipurpose Health Worker,Preparation of swedana,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.1 Activities of Multipurpose Health Worker,Training the bystander,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.1 Activities of Multipurpose Health Worker,Reviewer,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.2 Phanta preparation,Measure,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.2 Phanta preparation,Preparation of phanta,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.2 Phanta preparation,Reviewer,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yogic breathing,Drusthi,Misc,Coded,,,,,,,Day 1,Day 2,Day 3,Day 4,Day 5,,,,,,,,,,,,,,,,,,,,,
Yogic breathing,Chinmudra,Misc,Coded,,,,,,,Day 1,Day 2,Day 3,Day 4,Day 5,,,,,,,,,,,,,,,,,,,,,
Yogic breathing,Mrugimudra,Misc,Coded,,,,,,,Day 1,Day 2,Day 3,Day 4,Day 5,,,,,,,,,,,,,,,,,,,,,
Yogic breathing,Samasthithi,Misc,Coded,,,,,,,Day 1,Day 2,Day 3,Day 4,Day 5,,,,,,,,,,,,,,,,,,,,,
Yogic breathing,Sthithi(Final Position),Misc,Coded,,,,,,,Day 1,Day 2,Day 3,Day 4,Day 5,,,,,,,,,,,,,,,,,,,,,
 ,5.3 Activities for yoga therapist,Misc,Block,,,,,,Yogic breathing,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Thada Asana 1,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Thada Asana 2,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Thrikona Asana,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Ujjayee,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Anuloma-viloma,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Rachaka-Kumbhaka,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Suryabhedana,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Bhastrika,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Swasthika Asana,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Vajra Asana,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Padmasana,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Gomukh Asana,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Bhekasana,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Makarasana,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Prasruthahastha Padhasana,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Vipareethakarani,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Shavasana-1,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Shavasana-2,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Vajra Asana,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Prasruthahastha Padhasana,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Padmasana,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Gomukh Asana,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Reviewer,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.5 Post-Indian Manual Lymph Drainage Yoga (to be practiced with compression),Thada Asana 1,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.5 Post-Indian Manual Lymph Drainage Yoga (to be practiced with compression),Thada Asana 2,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.5 Post-Indian Manual Lymph Drainage Yoga (to be practiced with compression),Thrikona Asana,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.5 Post-Indian Manual Lymph Drainage Yoga (to be practiced with compression),Ujjayee,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.5 Post-Indian Manual Lymph Drainage Yoga (to be practiced with compression),Anuloma-viloma,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.5 Post-Indian Manual Lymph Drainage Yoga (to be practiced with compression),Rachaka-Kumbhaka,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.5 Post-Indian Manual Lymph Drainage Yoga (to be practiced with compression),Suryabhedana,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.5 Post-Indian Manual Lymph Drainage Yoga (to be practiced with compression),Bhastrika,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.5 Post-Indian Manual Lymph Drainage Yoga (to be practiced with compression),Swasthika Asana,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.5 Post-Indian Manual Lymph Drainage Yoga (to be practiced with compression),Vajra Asana,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.5 Post-Indian Manual Lymph Drainage Yoga (to be practiced with compression),Padmasana,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.5 Post-Indian Manual Lymph Drainage Yoga (to be practiced with compression),Gomukh Asana,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.5 Post-Indian Manual Lymph Drainage Yoga (to be practiced with compression),Bhekasana,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.5 Post-Indian Manual Lymph Drainage Yoga (to be practiced with compression),Makarasana,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.5 Post-Indian Manual Lymph Drainage Yoga (to be practiced with compression),Prasruthahastha Padhasana,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.5 Post-Indian Manual Lymph Drainage Yoga (to be practiced with compression),Vipareethakarani,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.5 Post-Indian Manual Lymph Drainage Yoga (to be practiced with compression),Shavasana-1,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.5 Post-Indian Manual Lymph Drainage Yoga (to be practiced with compression),Shavasana-2,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.5 Post-Indian Manual Lymph Drainage Yoga (to be practiced with compression),Vajra Asana,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.5 Post-Indian Manual Lymph Drainage Yoga (to be practiced with compression),Prasruthahastha Padhasana,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.5 Post-Indian Manual Lymph Drainage Yoga (to be practiced with compression),Padmasana,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.5 Post-Indian Manual Lymph Drainage Yoga (to be practiced with compression),Gomukh Asana,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.5 Post-Indian Manual Lymph Drainage Yoga (to be practiced with compression),Reviewer,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Exercises,Balancing Over heels and heel raising,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Exercises,Standing Hip flexion,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Exercises,Side Walking,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Exercises,Pelvic exercises,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Chest Pain,Misc,Coded,,,,,,,Before,After,Both,,,,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Feeling Tensed,Misc,Coded,,,,,,,Before,After,Both,,,,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Blurred Vision,Misc,Coded,,,,,,,Before,After,Both,,,,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Dizziness,Misc,Coded,,,,,,,Before,After,Both,,,,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Fast or deep Breathing,Misc,Coded,,,,,,,Before,After,Both,,,,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Shortness of breath,Misc,Coded,,,,,,,Before,After,Both,,,,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Difficulty in breathing,Misc,Coded,,,,,,,Before,After,Both,,,,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Cramps in Hands,Misc,Coded,,,,,,,Before,After,Both,,,,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Cold Hand or Feet,Misc,Coded,,,,,,,Before,After,Both,,,,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Tightness around mouth,Misc,Coded,,,,,,,Before,After,Both,,,,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Palpitation on chest,Misc,Coded,,,,,,,Before,After,Both,,,,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Anxiety,Misc,Coded,,,,,,,Before,After,Both,,,,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Frequent Burping,Misc,Coded,,,,,,,Before,After,Both,,,,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Frequent Yawning,Misc,Coded,,,,,,,Before,After,Both,,,,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Tightness across Chest,Misc,Coded,,,,,,,Before,After,Both,,,,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Bloated Sensation in stomach,Misc,Coded,,,,,,,Before,After,Both,,,,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Excessive Sweating,Misc,Coded,,,,,,,Before,After,Both,,,,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Notes,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.6 Activities Of Manual Lymph Drainage Therapist,Name of oil used for IMLD,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.6 Activities Of Manual Lymph Drainage Therapist,Affected Limb,Misc,Coded,,,,,,,Right,Left,Both,,,,,,,,,,,,,,,,,,,,,,,
5.6 Activities Of Manual Lymph Drainage Therapist,Inguinal nodal drainage,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.6 Activities Of Manual Lymph Drainage Therapist,Popliteal nodal drainage,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.6 Activities Of Manual Lymph Drainage Therapist,Unmardhana,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.6 Activities Of Manual Lymph Drainage Therapist,Udhwarthana,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.6 Activities Of Manual Lymph Drainage Therapist,Coordination of breathing during IMLD,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.6 Activities Of Manual Lymph Drainage Therapist,Gulfa Padaabynga,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.6 Activities Of Manual Lymph Drainage Therapist,Drying the oil between folds and toes,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.6 Activities Of Manual Lymph Drainage Therapist,Training the Bystander for IMLD,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.6 Activities Of Manual Lymph Drainage Therapist,Quantity of oil used,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.6 Activities Of Manual Lymph Drainage Therapist,Manual Lymph Drainage,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.6 Activities Of Manual Lymph Drainage Therapist,Others,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.6 Activities Of Manual Lymph Drainage Therapist,Reviewer,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.6 Activities Of Manual Lymph Drainage Therapist,Describe compression Therapy plan for each day,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.6 Activities Of Manual Lymph Drainage Therapist,Affected Limb,Misc,Coded,,,,,,,Right,Left,Both,,,,,,,,,,,,,,,,,,,,,,,
,5.7 Describe the compression therapy plan for each day,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toe compression,Stretch Bandage,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toe compression,Long stretch,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compression material used,Top grip,Misc,Coded,,,,,,,TG 15 cm,TG 10 cm,TG 8 cm,,,,,,,,,,,,,,,,,,,,,,,
Compression material used,Short stretch,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Wrapping the limb,Misc,Coded,,,,,,,Cotton Cloth,Top C net,,,,,,,,,,,,,,,,,,,,,,,,
Mould for Dekinking at folds,Sponge Moulds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mould for Dekinking at folds,Cholky bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mould for Dekinking at folds,Sandwich Mould,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCR Mould,Shape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCR Mould,Placement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Position for bandaging,Bhekasana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Position for bandaging,Straight leg raising,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Position for bandaging,Lying Down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Position for bandaging,Standing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Position for bandaging,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Toe Circulation testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Changing Of Sponge Moulds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Educating toe compression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Educating compression bandaging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Educating Sponge cutting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cross check for drying of oil between toes & folds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Name of compression provider,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.8 Activities for compression provider,Misc,Block,,,,,,"Toe compression,Compression material used,Wrapping the limb,Mould for Dekinking at folds,MCR Mould,Position for bandaging,Toe Circulation testing,Changing Of Sponge Moulds,Educating toe compression,Educating compression bandaging,Educating Sponge cutting,Cross check for drying of oil between toes & folds,Name of compression provider",,,,,,,,,,,,,,,,,,,,,,,,,,
6. 1 Education on treatment,BEP/treatment demo,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. 1 Education on treatment,Hair and nail parrying demo,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. 1 Education on treatment,Treatment procedure in sequence (FGD),Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. 1 Education on treatment,ADLA care demo / class,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. 1 Education on treatment,Yoga sequence discussion,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. 1 Education on treatment,Skin care demo / class,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. 1 Education on treatment,Preperation of phanta demo,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. 1 Education on treatment,Disinfection method demo / class,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. 1 Education on treatment,Washing compression bandage demo,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. 1 Education on treatment,Approver,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Entry point,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At Discharge,Treatment,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At Discharge,ADLA care,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,At Baseline,Misc,Block,,,,,,"Entry point,At Discharge",,,,,,,,,,,,,,,,,,,,,,,,,,
,Entry point analysis,Misc,Block,,,,,,At Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.2 Ask the patient to list the following,Misc,Block,,,,,,Entry point analysis,,,,,,,,,,,,,,,,,,,,,,,,,,
Patient Education class,Topic,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patient Education class,Date,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patient Education class,Name,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6 Patient Education workshops,Misc,Block,,,,,,"6. 1 Education on treatment,6.2 Ask the patient to list the following",,,,,,,,,,,,,,,,,,,,,,,,,,
7. Impression of Integrative Medical Team,Summary,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7. Impression of Integrative Medical Team,Need change from routine protocol?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7. Impression of Integrative Medical Team,Skin wash?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7. Impression of Integrative Medical Team,Phanta?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7. Impression of Integrative Medical Team,IMLD1?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7. Impression of Integrative Medical Team,IMLD2?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7. Impression of Integrative Medical Team,Compression Therapy?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7. Impression of Integrative Medical Team,Yoga Exercise?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7. Impression of Integrative Medical Team,Any other ?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7. Impression of Integrative Medical Team,Approver,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8. Observation & Discussion,Observation,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8. Observation & Discussion,Treatment,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8. Observation & Discussion,Examiner,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Limb Status,Misc,Coded,,,,,,,Bilateral,Unilateral,Upper limb,Genital,,,,,,,,,,,,,,,,,,,,,,
,Assessment type,Misc,Coded,,,,,,,Baseline,7th day,Discharge,FU 1,FU 2,FU 3,FU 4,FU 5,FU 6,FU 7,FU 8,,,,,,,,,,,,,,,
Asana - 1/4,Thada asana I,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asana - 1/4,Thada asana II ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asana - 1/4,Thrikona asana ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asana - 1/4,Ujjayi ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asana - 1/4,Anuloma-viloma ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asana - 1/4,Rechaka-kumbhaka ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asana - 1/4,Sundedhana ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asana - 1/4,Bhastrika ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asana - 2/4,Swasthika asana ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asana - 2/4,Vajra asana ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asana - 2/4,Padma asana ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asana - 2/4,Gomukha asana ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asana - 2/4,Padmagulinama asana ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asana - 2/4,Gulfa namana asana ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asana - 2/4,Gulfa chakra asana ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asana - 2/4,Paschimothana asana ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asana - 3/4,Bheka asana ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asana - 3/4,Bhujanga asana ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asana - 3/4,Matsya asana ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asana - 3/4,Prsrutha hastha pada asana ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asana - 3/4,Vipareethakarani ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asana - 3/4,Skanda chakra asana ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asana - 3/4,Rajju karshana asana ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asana - 3/4,Kashta thakshana asana ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asana - 4/4,Greeva sanchalana ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asana - 4/4,Mustika bandha ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asana - 4/4,Manibandha asana ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asana - 4/4,Manibandha chakra asana ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asana - 4/4,Kehuni namana asana ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asana - 4/4,Shava asana I ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asana - 4/4,Shava asana II ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Scores obtained,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Asanas,Misc,Block,,"Limb Status,Assessment type,Asana-1/4,Asana-2/4,Asana-3/4,Asana-4/4,Scores obtained,Percentage",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9. Yoga Assessment Sheet,Misc,Block,,"Limb Status,Assessment type, Asanas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10. Patient Observations,Comorbidity,Misc,Coded,,,,,,,Bilateral,Unilateral,Upper limb,Genital,,,,,,,,,,,,,,,,,,,,,,
