Parent,name,class,datatype,units,High Normal,Low Normal,Allow Decimal,locale,synonym.1,answer.1,answer.2,answer.3,answer.4,answer.5,answer.6,answer.7,answer.8,answer.9,answer.10,answer.11,answer.12,shortname,child.1,child.2,child.3,child.4,child.5,child.6,child.7,child.8,child.9,child.10,reference-term-source,reference-term-code,reference-term-relationship
,Part 3. Patient Examination,Misc,Block,,,,,"3.1 History of present illness,3.2 Physical Examination at baseline,3.3 Photo documentation,3.4 Baseline Investigations,3.5 Limb Circumferential measurements template,3.6 Assessment of Lymphoedema,3.8 Associated diseases and current medication,3.7 Dermatological Examination,3.8 Associated diseases and current medication,3.9 Vikriti Pareeksha",,,,,,,,,,,,,,,,,,,,,,,,,,,
Flexion,Right-Hip,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flexion,Left-Hip,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flexion,Right-Knee,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flexion,Left-Knee,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extension,Right-Hip,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extension,Left-Hip,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extension,Right-Knee,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extension,Left-Knee,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abduction,Right-Hip,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abduction,Left-Hip,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abduction,Right-Knee,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abduction,Left-Knee,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adduction,Right-Hip,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adduction,Left-Hip,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adduction,Right-Knee,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adduction,Left-Knee,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Int Rotation,Right-Hip,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Int Rotation,Left-Hip,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Int Rotation,Right-Knee,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Int Rotation,Left-Knee,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ext Rotation,Right-Hip,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ext Rotation,Left-Hip,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ext Rotation,Right-Knee,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ext Rotation,Left-Knee,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantar Flexion,Right-ANKLE,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantar Flexion,Left-ANKLE,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantar Flexion,Right-TOE,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantar Flexion,Left-TOE,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dorsi Flexion,Right-ANKLE,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dorsi Flexion,Left-ANKLE,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dorsi Flexion,Right-TOE,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dorsi Flexion,Left-TOE,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Assessment of ROM,Misc,Block,,,,,,"Flexion,Extension,Abduction,Adduction,Int Rotation,Ext Rotation,Plantar Flexion,Dorsi Flexion",,,,,,,,,,,,,,,,,,,,,,,,,,
Compensatory Movements,Right-Side,Misc,Coded,,,,,,,Present,Absent,,,,,,,,,,,,,,,,,,,,,,,,
Compensatory Movements,Left-Side,Misc,Coded,,,,,,,Present,Absent,,,,,,,,,,,,,,,,,,,,,,,,
Shifting of weight,Right-Side,Misc,Coded,,,,,,,Present,Absent,,,,,,,,,,,,,,,,,,,,,,,,
Shifting of weight,Left-Side,Misc,Coded,,,,,,,Present,Absent,,,,,,,,,,,,,,,,,,,,,,,,
Initial contact,Right-Side,Misc,Coded,,,,,,,Present,Absent,,,,,,,,,,,,,,,,,,,,,,,,
Initial contact,Left-Side,Misc,Coded,,,,,,,Present,Absent,,,,,,,,,,,,,,,,,,,,,,,,
Push off,Right-Side,Misc,Coded,,,,,,,Present,Absent,,,,,,,,,,,,,,,,,,,,,,,,
Push off,Left-Side,Misc,Coded,,,,,,,Present,Absent,,,,,,,,,,,,,,,,,,,,,,,,
Shift of COG,Right-Side,Misc,Coded,,,,,,,Anterior,Posterior,No change,,,,,,,,,,,,,,,,,,,,,,,
Shift of COG,Left-Side,Misc,Coded,,,,,,,Anterior,Posterior,No change,,,,,,,,,,,,,,,,,,,,,,,
Arm Swing,Right-Side,Misc,Coded,,,,,,,Present,Absent,,,,,,,,,,,,,,,,,,,,,,,,
Arm Swing,Left-Side,Misc,Coded,,,,,,,Present,Absent,,,,,,,,,,,,,,,,,,,,,,,,
,4.1 Range of motion(ROM) of joints active,Misc,Block,,,,,,"Assessment of ROM,Compensatory Movements,Shifting of weight,Initial contact,Push off,Shift of COG,Arm Swing",,,,,,,,,,,,,,,,,,,,,,,,,,
4.2 Posture Analysis,Shoulder Alignment,Misc,Coded,,,,,,,Normal,Right side lower,Left side lower,,,,,,,,,,,,,,,,,,,,,,,
4.2 Posture Analysis,Level of pinna of Ear,Misc,Coded,,,,,,,Same level,Right pinna lower,Left pinna lower,,,,,,,,,,,,,,,,,,,,,,,
4.2 Posture Analysis,Waist Angle,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.2 Posture Analysis,Alignment of PSIS/ASIS,Misc,Coded,,,,,,,In level,Not in level,,,,,,,,,,,,,,,,,,,,,,,,
4.2 Posture Analysis,Scoliois,Misc,Coded,,,,,,,Concave to left,Convex to right,,,,,,,,,,,,,,,,,,,,,,,,
4.2 Posture Analysis,Primary curve,Misc,Coded,,,,,,,Present,Absent,,,,,,,,,,,,,,,,,,,,,,,,
4.2 Posture Analysis,Secondary curve,Misc,Coded,,,,,,,Present,Absent,Cervical region,Lumbar region,,,,,,,,,,,,,,,,,,,,,,
4.2 Posture Analysis,Pelvic tilt,Misc,Coded,,,,,,,Present,Absent,Anterior,Lateral,,,,,,,,,,,,,,,,,,,,,,
,Gait Change Examination,Misc,Coded,,,,,,,Baseline,Followup,Left side lower,,,,,,,,,,,,,,,,,,,,,,,
Bunion,Affected limb,Misc,Coded,,,,,,,Right-Foot,Left-Foot,,,,,,,,,,,,,,,,,,,,,,,,
Bunion,Duration (months),Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tailor's Bunion,Affected limb,Misc,Coded,,,,,,,Right-Foot,Left-Foot,,,,,,,,,,,,,,,,,,,,,,,,
Tailor's Bunion,Duration (months),Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hammertoe deformity,Affected limb,Misc,Coded,,,,,,,Right-Foot,Left-Foot,,,,,,,,,,,,,,,,,,,,,,,,
Hammertoe deformity,Duration (months),Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flat Foot,Affected limb,Misc,Coded,,,,,,,Right-Foot,Left-Foot,,,,,,,,,,,,,,,,,,,,,,,,
Flat Foot,Duration (months),Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyperextension of toe (Hitchhiker's Toe),Affected limb,Misc,Coded,,,,,,,Right-Foot,Left-Foot,,,,,,,,,,,,,,,,,,,,,,,,
Hyperextension of toe (Hitchhiker's Toe),Duration (months),Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pronated foot,Affected limb,Misc,Coded,,,,,,,Right-Foot,Left-Foot,,,,,,,,,,,,,,,,,,,,,,,,
Pronated foot,Duration (months),Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Foot,Misc,Block,,,,,,"Bunion,Tailor's Bunion,Hammertoe deformity,Flat Foot,Hyperextension of toe (Hitchhiker's Toe),Pronated foot",,,,,,,,,,,,,,,,,,,,,,,,,,
Genu valgum,Affected limb,Misc,Coded,,,,,,,Right-Knee,Left-Knee,,,,,,,,,,,,,,,,,,,,,,,,
Genu valgum,Duration (months),Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flexion contracture of knee,Affected limb,Misc,Coded,,,,,,,Right-Knee,Left-Knee,,,,,,,,,,,,,,,,,,,,,,,,
Flexion contracture of knee,Duration (months),Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Excessive knee extension,Affected limb,Misc,Coded,,,,,,,Right-Knee,Left-Knee,,,,,,,,,,,,,,,,,,,,,,,,
Excessive knee extension,Duration (months),Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baker's cyst,Affected limb,Misc,Coded,,,,,,,Right-Knee,Left-Knee,,,,,,,,,,,,,,,,,,,,,,,,
Baker's cyst,Duration (months),Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Knee,Misc,Block,,,,,,"Genu valgum,Flexion contracture of knee,Excessive knee extension,Baker's cyst",,,,,,,,,,,,,,,,,,,,,,,,,,
Outer rotation of hip,Affected limb,Misc,Coded,,,,,,,Right-Hip,Left-Hip,,,,,,,,,,,,,,,,,,,,,,,,
Outer rotation of hip,Duration (months),Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anterior pelvic tilt,Affected limb,Misc,Coded,,,,,,,Right-Hip,Left-Hip,,,,,,,,,,,,,,,,,,,,,,,,
Anterior pelvic tilt,Duration (months),Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lateral pelvic tilt,Affected limb,Misc,Coded,,,,,,,Right-Hip,Left-Hip,,,,,,,,,,,,,,,,,,,,,,,,
Lateral pelvic tilt,Duration (months),Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hip,Misc,Block,,,,,,"Outer rotation of hip,Anterior pelvic tilt,Lateral pelvic tilt",,,,,,,,,,,,,,,,,,,,,,,,,,
Corn/callus formation,Affected limb right,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corn/callus formation,Affected limb left,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corn/callus formation,Duration (months),Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sole,Misc,Block,,,,,,Corn/callus formation,,,,,,,,,,,,,,,,,,,,,,,,,,
,Recommended exercises,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.3 Structural changes due to improper gait,Misc,Block,,,,,,"Foot,Knee,Hip,Sole,Recommended exercises",,,,,,,,,,,,,,,,,,,,,,,,,,
,Part 4. Locomotor changes,Misc,Block,,,,,,"4.1 Range of motion(ROM) of joints active,4.2 Posture Analysis,4.3 Structural changes due to improper gait",,,,,,,,,,,,,,,,,,,,,,,,,,
5.1 Activities of Multipurpose Health Worker,Removing/Training/monitoring the care of bandages,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.1 Activities of Multipurpose Health Worker,Hair parrying /nail Parrying,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.1 Activities of Multipurpose Health Worker,Soap for skin wash,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.1 Activities of Multipurpose Health Worker,Skin wash with Soap and Water.. Which Soap?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.1 Activities of Multipurpose Health Worker,Ringer lactate spray,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.1 Activities of Multipurpose Health Worker,Soaking in warm phanta,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.1 Activities of Multipurpose Health Worker,Drying of inter Digital clefts with Cotton cloth/dryer,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.1 Activities of Multipurpose Health Worker,Drying of Folds with Cotton Pad,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.1 Activities of Multipurpose Health Worker,Application of cream,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.1 Activities of Multipurpose Health Worker,Preparation of swedana,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.1 Activities of Multipurpose Health Worker,Training the bystander,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.1 Activities of Multipurpose Health Worker,Reviewer,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.2 Phanta preparation,Measure,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.2 Phanta preparation,Preparation of phanta,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.2 Phanta preparation,Reviewer,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yogic breathing,Drusthi,Misc,Coded,,,,,,,Day 1,Day 2,Day 3,Day 4,Day 5,,,,,,,,,,,,,,,,,,,,,
Yogic breathing,Chinmudra,Misc,Coded,,,,,,,Day 1,Day 2,Day 3,Day 4,Day 5,,,,,,,,,,,,,,,,,,,,,
Yogic breathing,Mrugimudra,Misc,Coded,,,,,,,Day 1,Day 2,Day 3,Day 4,Day 5,,,,,,,,,,,,,,,,,,,,,
Yogic breathing,Samasthithi,Misc,Coded,,,,,,,Day 1,Day 2,Day 3,Day 4,Day 5,,,,,,,,,,,,,,,,,,,,,
Yogic breathing,Sthithi(Final Position),Misc,Coded,,,,,,,Day 1,Day 2,Day 3,Day 4,Day 5,,,,,,,,,,,,,,,,,,,,,
,5.3 Activities for yoga therapist,Misc,Block,,,,,,Yogic breathing,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Thada Asana 1,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Thada Asana 2,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Thrikona Asana,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Ujjayee,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Anuloma-viloma,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Rachaka-Kumbhaka,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Suryabhedana,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Bhastrika,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Swasthika Asana,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Vajra Asana,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Padmasana,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Gomukh Asana,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Bhekasana,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Makarasana,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Prasruthahastha Padhasana,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Vipareethakarani,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Shavasana-1,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Shavasana-2,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Vajra Asana,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Prasruthahastha Padhasana,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Padmasana,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Gomukh Asana,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Reviewer,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.5 Post-Indian Manual Lymph Drainage Yoga (to be practiced with compression),Misc,Block,,,,,,"Thada Asana 1,Thada Asana 2,Thrikona Asana,Ujjayee,Anuloma-viloma,Rachaka-Kumbhaka,Suryabhedana,Bhastrika,Swasthika Asana,Vajra Asana,Padmasana,Gomukh Asana,Bhekasana,Makarasana,Prasruthahastha Padhasana,Vipareethakarani,Shavasana-1,Shavasana-2,Vajra Asana,Prasruthahastha Padhasana,Padmasana,Gomukh Asana,Reviewer",,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Exercises,Balancing Over heels and heel raising,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Exercises,Standing Hip flexion,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Exercises,Side Walking,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Exercises,Pelvic exercises,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Chest Pain?,Misc,Coded,,,,,,,Before,After,Before as well as after,,,,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Feeling Tensed?,Misc,Coded,,,,,,,Before,After,Before as well as after,,,,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Blurred Vision?,Misc,Coded,,,,,,,Before,After,Before as well as after,,,,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Dizziness?,Misc,Coded,,,,,,,Before,After,Before as well as after,,,,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Fast or deep Breathing?,Misc,Coded,,,,,,,Before,After,Before as well as after,,,,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Shortness of breath?,Misc,Coded,,,,,,,Before,After,Before as well as after,,,,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Difficulty in breathing?,Misc,Coded,,,,,,,Before,After,Before as well as after,,,,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Cramps in Hands?,Misc,Coded,,,,,,,Before,After,Before as well as after,,,,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Cold Hand or Feet?,Misc,Coded,,,,,,,Before,After,Before as well as after,,,,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Tightness around mouth?,Misc,Coded,,,,,,,Before,After,Before as well as after,,,,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Palpitation on chest?,Misc,Coded,,,,,,,Before,After,Before as well as after,,,,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Anxiety?,Misc,Coded,,,,,,,Before,After,Before as well as after,,,,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Frequent Burping?,Misc,Coded,,,,,,,Before,After,Before as well as after,,,,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Frequent Yawning?,Misc,Coded,,,,,,,Before,After,Before as well as after,,,,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Tightness across Chest?,Misc,Coded,,,,,,,Before,After,Before as well as after,,,,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Bloated Sensation in stomach?,Misc,Coded,,,,,,,Before,After,Before as well as after,,,,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Excessive Sweating?,Misc,Coded,,,,,,,Before,After,Before as well as after,,,,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Notes,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.6 Activities Of Manual Lymph Drainage Therapist,Name of oil used for IMLD,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.6 Activities Of Manual Lymph Drainage Therapist,Affected-Limb,Misc,Coded,,,,,,,Right-Limb,Left-Limb,Both Limbs,,,,,,,,,,,,,,,,,,,,,,,
5.6 Activities Of Manual Lymph Drainage Therapist,Inguinal nodal drainage,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.6 Activities Of Manual Lymph Drainage Therapist,Popliteal nodal drainage,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.6 Activities Of Manual Lymph Drainage Therapist,Unmardhana,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.6 Activities Of Manual Lymph Drainage Therapist,Udhwarthana,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.6 Activities Of Manual Lymph Drainage Therapist,Coordination of breathing during IMLD,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.6 Activities Of Manual Lymph Drainage Therapist,Gulfa Padaabynga,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.6 Activities Of Manual Lymph Drainage Therapist,Drying the oil between folds and toes,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.6 Activities Of Manual Lymph Drainage Therapist,Training the Bystander for IMLD,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.6 Activities Of Manual Lymph Drainage Therapist,Quantity of oil used,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.6 Activities Of Manual Lymph Drainage Therapist,Manual Lymph Drainage,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.6 Activities Of Manual Lymph Drainage Therapist,Any other activities,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.6 Activities Of Manual Lymph Drainage Therapist,Reviewer,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.6 Activities Of Manual Lymph Drainage Therapist,Describe compression Therapy plan for each day,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.6 Activities Of Manual Lymph Drainage Therapist,Affected Limb to be drained,Misc,Coded,,,,,,,Right-Limb,Left-Limb,Both Limbs,,,,,,,,,,,,,,,,,,,,,,,
,5.7 Describe the compression therapy plan for each day,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toe compression,Stretch Bandage,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toe compression,Long stretch,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compression material used,Top grip,Misc,Coded,,,,,,,TG 15 cm,TG 10 cm,TG 8 cm,,,,,,,,,,,,,,,,,,,,,,,
Compression material used,Short stretch,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Wrapping the limb,Misc,Coded,,,,,,,Cotton Cloth,Top C net,,,,,,,,,,,,,,,,,,,,,,,,
Mould for Dekinking at folds,Sponge Moulds,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mould for Dekinking at folds,Cholky bag,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mould for Dekinking at folds,Sandwich Mould,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCR Mould,Shape,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCR Mould,Placement,Misc,Coded,,,,,,,Foot Mould,R Mould,L Mould,,,,,,,,,,,,,,,,,,,,,,,
Position for bandaging,Bhekasana,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Position for bandaging,Straight leg raising,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Position for bandaging,Lying Down,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Position for bandaging,Standing,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Position for bandaging,Any other position,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Toe Circulation testing,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Changing Of Sponge Moulds,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Educating toe compression,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Educating compression bandaging,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Educating Sponge cutting,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cross check for drying of oil between toes & folds,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Name of compression provider,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
