Parent,name,class,datatype,units,High Normal,Low Normal,Allow Decimal,locale,synonym.1,answer.1,answer.2,answer.3,answer.4,answer.5,answer.6,answer.7,answer.8,answer.9,answer.10,answer.11,answer.12,shortname,child.1,child.2,child.3,child.4,child.5,child.6,child.7,child.8,child.9,child.10,reference-term-source,reference-term-code,reference-term-relationship
,5.3 Activities for yoga therapist,Misc,Block,,,,,,Yogic breathing,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Thada Asana 1,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Thada Asana 2,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Thrikona Asana,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Ujjayee,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Anuloma-viloma,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Rachaka-Kumbhaka,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Suryabhedana,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Bhastrika,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Swasthika Asana,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Vajra Asana,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Padmasana,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Gomukh Asana,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Bhekasana,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Makarasana,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Prasruthahastha Padhasana,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Vipareethakarani,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Shavasana-1,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Shavasana-2,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Vajra Asana,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Prasruthahastha Padhasana,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Padmasana,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Gomukh Asana,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),Reviewer,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.5 Post-Indian Manual Lymph Drainage Yoga (to be practiced with compression),Misc,Block,,,,,,"Thada Asana 1,Thada Asana 2,Thrikona Asana,Ujjayee,Anuloma-viloma,Rachaka-Kumbhaka,Suryabhedana,Bhastrika,Swasthika Asana,Vajra Asana,Padmasana,Gomukh Asana,Bhekasana,Makarasana,Prasruthahastha Padhasana,Vipareethakarani,Shavasana-1,Shavasana-2,Vajra Asana,Prasruthahastha Padhasana,Padmasana,Gomukh Asana,Reviewer",,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Exercises,Balancing Over heels and heel raising,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Exercises,Standing Hip flexion,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Exercises,Side Walking,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Exercises,Pelvic exercises,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Chest Pain?,Misc,Coded,,,,,,,Before,After,Before as well as after,,,,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Feeling Tensed?,Misc,Coded,,,,,,,Before,After,Before as well as after,,,,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Blurred Vision?,Misc,Coded,,,,,,,Before,After,Before as well as after,,,,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Dizziness?,Misc,Coded,,,,,,,Before,After,Before as well as after,,,,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Fast or deep Breathing?,Misc,Coded,,,,,,,Before,After,Before as well as after,,,,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Shortness of breath?,Misc,Coded,,,,,,,Before,After,Before as well as after,,,,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Difficulty in breathing?,Misc,Coded,,,,,,,Before,After,Before as well as after,,,,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Cramps in Hands?,Misc,Coded,,,,,,,Before,After,Before as well as after,,,,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Cold Hand or Feet?,Misc,Coded,,,,,,,Before,After,Before as well as after,,,,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Tightness around mouth?,Misc,Coded,,,,,,,Before,After,Before as well as after,,,,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Palpitation on chest?,Misc,Coded,,,,,,,Before,After,Before as well as after,,,,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Anxiety?,Misc,Coded,,,,,,,Before,After,Before as well as after,,,,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Frequent Burping?,Misc,Coded,,,,,,,Before,After,Before as well as after,,,,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Frequent Yawning?,Misc,Coded,,,,,,,Before,After,Before as well as after,,,,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Tightness across Chest?,Misc,Coded,,,,,,,Before,After,Before as well as after,,,,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Bloated Sensation in stomach?,Misc,Coded,,,,,,,Before,After,Before as well as after,,,,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Excessive Sweating?,Misc,Coded,,,,,,,Before,After,Before as well as after,,,,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Notes,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.6 Activities Of Manual Lymph Drainage Therapist,Name of oil used for IMLD,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.6 Activities Of Manual Lymph Drainage Therapist,Affected-Limb,Misc,Coded,,,,,,,Right-Limb,Left-Limb,Both Limbs,,,,,,,,,,,,,,,,,,,,,,,
5.6 Activities Of Manual Lymph Drainage Therapist,Inguinal nodal drainage,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.6 Activities Of Manual Lymph Drainage Therapist,Popliteal nodal drainage,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.6 Activities Of Manual Lymph Drainage Therapist,Unmardhana,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.6 Activities Of Manual Lymph Drainage Therapist,Udhwarthana,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.6 Activities Of Manual Lymph Drainage Therapist,Coordination of breathing during IMLD,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.6 Activities Of Manual Lymph Drainage Therapist,Gulfa Padaabynga,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.6 Activities Of Manual Lymph Drainage Therapist,Drying the oil between folds and toes,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.6 Activities Of Manual Lymph Drainage Therapist,Training the Bystander for IMLD,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.6 Activities Of Manual Lymph Drainage Therapist,Quantity of oil used,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.6 Activities Of Manual Lymph Drainage Therapist,Manual Lymph Drainage,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.6 Activities Of Manual Lymph Drainage Therapist,Any other activities,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.6 Activities Of Manual Lymph Drainage Therapist,Reviewer,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.6 Activities Of Manual Lymph Drainage Therapist,Describe compression Therapy plan for each day,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.6 Activities Of Manual Lymph Drainage Therapist,Affected Limb to be drained,Misc,Coded,,,,,,,Right-Limb,Left-Limb,Both Limbs,,,,,,,,,,,,,,,,,,,,,,,
,5.7 Describe the compression therapy plan for each day,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toe compression,Stretch Bandage,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toe compression,Long stretch,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compression material used,Top grip,Misc,Coded,,,,,,,TG 15 cm,TG 10 cm,TG 8 cm,,,,,,,,,,,,,,,,,,,,,,,
Compression material used,Short stretch,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Wrapping the limb,Misc,Coded,,,,,,,Cotton Cloth,Top C net,,,,,,,,,,,,,,,,,,,,,,,,
Mould for Dekinking at folds,Sponge Moulds,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mould for Dekinking at folds,Cholky bag,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mould for Dekinking at folds,Sandwich Mould,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCR Mould,Shape,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCR Mould,Placement,Misc,Coded,,,,,,,Foot Mould,R Mould,L Mould,,,,,,,,,,,,,,,,,,,,,,,
Position for bandaging,Bhekasana,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Position for bandaging,Straight leg raising,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Position for bandaging,Lying Down,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Position for bandaging,Standing,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Position for bandaging,Any other position,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Toe Circulation testing,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Changing Of Sponge Moulds,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Educating toe compression,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Educating compression bandaging,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Educating Sponge cutting,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cross check for drying of oil between toes & folds,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Name of compression provider,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.8 Activities for compression provider,Misc,Block,,,,,,"Toe compression,Compression material used,Wrapping the limb,Mould for Dekinking at folds,MCR Mould,Position for bandaging,Toe Circulation testing,Changing Of Sponge Moulds,Educating toe compression,Educating compression bandaging,Educating Sponge cutting,Cross check for drying of oil between toes & folds,Name of compression provider",,,,,,,,,,,,,,,,,,,,,,,,,,
6. 1 Education on treatment,BEP/treatment demo,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. 1 Education on treatment,Hair and nail parrying demo,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. 1 Education on treatment,Treatment procedure in sequence (FGD),Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. 1 Education on treatment,ADLA care demo / class,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. 1 Education on treatment,Yoga sequence discussion,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. 1 Education on treatment,Skin care demo / class,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. 1 Education on treatment,Preperation of phanta demo,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. 1 Education on treatment,Disinfection method demo / class,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. 1 Education on treatment,Washing compression bandage demo,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. 1 Education on treatment,Approver,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Entry point,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At Discharge,Treatment,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At Discharge,ADLA care,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,At Baseline,Misc,Block,,,,,,"Entry point,At Discharge",,,,,,,,,,,,,,,,,,,,,,,,,,
,Entry point analysis,Misc,Block,,,,,,At Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.2 Ask the patient to list the following,Misc,Block,,,,,,Entry point analysis,,,,,,,,,,,,,,,,,,,,,,,,,,
Patient Education class,Topic,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patient Education class,Date,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patient Education class,Name,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6 Patient Education workshops,Misc,Block,,,,,,"6. 1 Education on treatment,6.2 Ask the patient to list the following",,,,,,,,,,,,,,,,,,,,,,,,,,
7. Impression of Integrative Medical Team,Summary,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7. Impression of Integrative Medical Team,Need change from routine protocol?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7. Impression of Integrative Medical Team,Skin wash?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7. Impression of Integrative Medical Team,Phanta?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7. Impression of Integrative Medical Team,IMLD1?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7. Impression of Integrative Medical Team,IMLD2?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7. Impression of Integrative Medical Team,Compression Therapy?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7. Impression of Integrative Medical Team,Yoga Exercise?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7. Impression of Integrative Medical Team,Any other immpression?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7. Impression of Integrative Medical Team,Approver,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8. Observation & Discussion,Observation,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8. Observation & Discussion,Treatment,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8. Observation & Discussion,Examiner,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Limb Status,Misc,Coded,,,,,,,Bilateral,Unilateral,Upper limb,Genital,,,,,,,,,,,,,,,,,,,,,,
,Assessment type,Misc,Coded,,,,,,,Baseline,7th day,At Discharge,FU 1,FU 2,FU 3,FU 4,FU 5,FU 6,FU 7,FU 8,,,,,,,,,,,,,,,
,Scores obtained,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Percentage,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Asanas,Misc,Block,,"Limb Status,Assessment type,Thada Asana 1,Thada Asana 2,Thrikona Asana,Ujjayee,Anuloma-viloma,Rachaka-Kumbhaka,Suryabhedana,Bhastrika,Swasthika Asana,Vajra Asana,Padmasana,Gomukh Asana,Bhekasana,Makarasana,Prasruthahastha Padhasana,Vipareethakarani,Shavasana-1,Shavasana-2,Vajra Asana,Prasruthahastha Padhasana,Padmasana,Gomukh Asana,Reviewer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asana-compliance,Thada Asana 1 - compliance,Misc,Coded,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,,
Asana-compliance,Thada Asana 2 - compliance,Misc,Coded,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,,
Asana-compliance,Thrikona Asana - compliance,Misc,Coded,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,,
Asana-compliance,Ujjayee - compliance,Misc,Coded,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,,
Asana-compliance,Anuloma-viloma - compliance,Misc,Coded,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,,
Asana-compliance,Rachaka-Kumbhaka - compliance,Misc,Coded,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,,
Asana-compliance,Suryabhedana - compliance,Misc,Coded,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,,
Asana-compliance,Bhastrika - compliance,Misc,Coded,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,,
Asana-compliance,Swasthika Asana - compliance,Misc,Coded,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,,
Asana-compliance,Vajra Asana - compliance,Misc,Coded,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,,
Asana-compliance,Padmasana - compliance,Misc,Coded,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,,
Asana-compliance,Gomukh Asana - compliance,Misc,Coded,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,,
Asana-compliance,Bhekasana - compliance,Misc,Coded,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,,
Asana-compliance,Makarasana - compliance,Misc,Coded,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,,
Asana-compliance,Prasruthahastha Padhasana - compliance,Misc,Coded,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,,
Asana-compliance,Vipareethakarani - compliance,Misc,Coded,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,,
Asana-compliance,Shavasana-1 - compliance,Misc,Coded,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,,
Asana-compliance,Shavasana-2 - compliance,Misc,Coded,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,,
Asana-compliance,Vajra Asana - compliance,Misc,Coded,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,,
